year,region,clearing_price_usd_per_mt,pricing_regime,shadow_price_usd_per_mt,supply_cost_usd_per_mt,transport_premium_usd_per_mt,mandate_premium_usd_per_mt,carbon_offset_usd_per_mt,margin_usd_per_mt
2035,EU,813.811037821952,regulated_refueleu,383.811037821952,383.8110378219521,46.25098436269546,180.0,250.0,0.0
2035,LATAM,759.0,voluntary_cost_plus,333.811037821952,290.00000000000006,0.0,0.0,0.0,29.000000000000007
2035,MENA,729.5602367529913,voluntary_cost_plus,348.811037821952,295.6023675299123,0.0,0.0,0.0,29.560236752991234
2035,ROW,791.0,voluntary_cost_plus,328.811037821952,310.0,0.0,0.0,0.0,31.0
2035,US,822.4713296984625,voluntary_cost_plus,338.811037821952,324.71329698462506,0.0,0.0,0.0,32.471329698462505
2036,APAC,783.700084872147,voluntary_cost_plus,337.00084872147,337.00084872147016,0.0,0.0,0.0,33.700084872147016
2036,EU,847.033608669431,regulated_refueleu,384.333608669431,384.33360866943053,46.25269686825783,200.2,262.5,0.0
2036,LATAM,759.0,voluntary_cost_plus,334.333608669431,290.00000000000006,0.0,0.0,0.0,29.000000000000007
2036,MENA,730.0389396308032,voluntary_cost_plus,349.333608669431,300.3893963080317,0.0,0.0,0.0,30.03893963080317
2036,ROW,791.0,voluntary_cost_plus,329.333608669431,310.0,0.0,0.0,0.0,31.0
2036,US,822.4940271244828,voluntary_cost_plus,339.33360866943,324.940271244828,0.0,0.0,0.0,32.494027124482805
2037,APAC,783.5803293895727,voluntary_cost_plus,335.803293895727,335.80329389572717,0.0,0.0,0.0,33.58032938957272
2037,EU,881.601976348353,regulated_refueleu,385.801976348353,385.8019763483532,46.250318742031446,220.79999999999998,275.0,0.0
2037,LATAM,759.0,voluntary_cost_plus,335.801976348353,290.0,0.0,0.0,0.0,29.0
2037,MENA,730.7216066585926,voluntary_cost_plus,350.801976348353,307.2160665859255,0.0,0.0,0.0,30.72160665859255
2037,ROW,791.0,voluntary_cost_plus,330.801976348353,310.0,0.0,0.0,0.0,31.0
2037,US,822.6416247861863,voluntary_cost_plus,340.801976348353,326.41624786186287,0.0,0.0,0.0,32.64162478618629
2038,APAC,783.6891903183406,voluntary_cost_plus,336.891903183406,336.8919031834056,0.0,0.0,0.0,33.68919031834056
2038,EU,917.310288883289,regulated_refueleu,388.010288883289,388.0102888832895,46.250943773594344,241.8,287.5,0.0
2038,LATAM,759.0,voluntary_cost_plus,338.010288883289,290.0,0.0,0.0,0.0,29.0
2038,MENA,731.5464137314912,voluntary_cost_plus,353.010288883289,315.46413731491117,0.0,0.0,0.0,31.546413731491118
2038,ROW,791.0,voluntary_cost_plus,333.010288883289,310.0,0.0,0.0,0.0,31.0
2038,US,822.8970101132234,voluntary_cost_plus,343.010288883289,328.9701011322331,0.0,0.0,0.0,32.89701011322331
2039,APAC,783.9833261942143,voluntary_cost_plus,339.833261942143,339.8332619421431,0.0,0.0,0.0,33.983326194214314
2039,EU,972.836136232694,regulated_refueleu,390.836136232694,390.83613623269446,46.249434274583734,282.0,300.0,0.0
2039,LATAM,759.0,voluntary_cost_plus,340.836136232694,289.99999999999994,0.0,0.0,0.0,28.999999999999996
2039,MENA,732.630594110424,voluntary_cost_plus,355.836136232694,326.30594110424056,0.0,0.0,0.0,32.630594110424056
2039,ROW,791.0,voluntary_cost_plus,335.836136232694,310.0,0.0,0.0,0.0,31.0
2039,US,823.2407496197147,voluntary_cost_plus,345.836136232694,332.4074961971476,0.0,0.0,0.0,33.24074961971476
2040,APAC,784.4228115484394,voluntary_cost_plus,344.228115484394,344.22811548439427,0.0,0.0,0.0,34.42281154843943
2040,EU,1030.344129305392,regulated_refueleu,394.844129305392,394.84412930539247,46.25064047288768,323.0,312.5,0.0
2040,LATAM,759.0167180898935,voluntary_cost_plus,344.844129305392,290.1671808989351,0.0,0.0,0.0,29.016718089893512
2040,MENA,734.0486276332773,voluntary_cost_plus,359.844129305392,340.4862763327728,0.0,0.0,0.0,34.04862763327728
2040,ROW,791.0,voluntary_cost_plus,339.844129305392,309.99999999999994,0.0,0.0,0.0,30.999999999999996
2040,US,823.6533500131337,voluntary_cost_plus,349.844129305392,336.533500131337,0.0,0.0,0.0,33.653350013133704
2041,APAC,784.1420983867465,voluntary_cost_plus,341.420983867465,341.42098386746517,0.0,0.0,0.0,34.14209838674652
2041,EU,1064.316437460688,regulated_refueleu,393.716437460688,393.71643746068764,46.25156264063765,345.59999999999997,325.0,0.0
2041,LATAM,759.0150675887884,voluntary_cost_plus,343.716437460688,290.15067588788395,0.0,0.0,0.0,29.015067588788398
2041,MENA,733.9900273610403,voluntary_cost_plus,358.716437460688,339.9002736104034,0.0,0.0,0.0,33.99002736104034
2041,ROW,791.0,voluntary_cost_plus,338.716437460688,310.0,0.0,0.0,0.0,31.0
2041,US,823.4177990270497,voluntary_cost_plus,348.716437460688,334.1779902704966,0.0,0.0,0.0,33.41779902704966
2042,APAC,783.9131769797233,voluntary_cost_plus,339.131769797233,339.13176979723295,0.0,0.0,0.0,33.913176979723296
2042,EU,1099.065643379505,regulated_refueleu,392.965643379505,392.965643379505,46.24879695019061,368.6,337.5,0.0
2042,LATAM,759.0135912596892,voluntary_cost_plus,342.965643379505,290.13591259689144,0.0,0.0,0.0,29.013591259689147
2042,MENA,734.0164594443888,voluntary_cost_plus,357.965643379505,340.16459444388806,0.0,0.0,0.0,34.01645944438881
2042,ROW,791.0,voluntary_cost_plus,337.965643379505,310.0,0.0,0.0,0.0,31.0
2042,US,823.241412801972,voluntary_cost_plus,347.965643379505,332.4141280197206,0.0,0.0,0.0,33.24141280197206
2043,APAC,783.7314793635007,voluntary_cost_plus,337.314793635007,337.31479363500733,0.0,0.0,0.0,33.73147936350073
2043,EU,1134.5541385589731,regulated_refueleu,392.554138558973,392.55413855897336,46.2479690038745,392.0,350.0,0.0
2043,LATAM,759.0122642670968,voluntary_cost_plus,342.554138558973,290.1226426709683,0.0,0.0,0.0,29.01226426709683
2043,MENA,734.1174196669391,voluntary_cost_plus,357.554138558973,341.1741966693908,0.0,0.0,0.0,34.117419666939085
2043,ROW,791.0,voluntary_cost_plus,337.554138558973,310.0,0.0,0.0,0.0,31.0
2043,US,823.1210441869005,voluntary_cost_plus,347.554138558973,331.2104418690041,0.0,0.0,0.0,33.12104418690041
2044,APAC,783.6210427920266,voluntary_cost_plus,336.210427920266,336.21042792026594,0.0,0.0,0.0,33.62104279202659
2044,EU,1160.844737462939,regulated_refueleu,392.444737462939,392.44473746293914,46.2501218320542,405.9,362.5,0.0
2044,LATAM,759.0110692271671,voluntary_cost_plus,342.444737462939,290.11069227167076,0.0,0.0,0.0,29.011069227167077
2044,MENA,734.2812494290408,voluntary_cost_plus,357.444737462939,342.8124942904087,0.0,0.0,0.0,34.28124942904088
2044,ROW,791.0,voluntary_cost_plus,337.444737462939,309.99999999999994,0.0,0.0,0.0,30.999999999999996
2044,US,823.0523799539133,voluntary_cost_plus,347.444737462939,330.5237995391327,0.0,0.0,0.0,33.052379953913274
2045,APAC,783.5897199494754,voluntary_cost_plus,335.897199494753,335.8971994947533,0.0,0.0,0.0,33.58971994947533
2045,EU,1187.605954545455,regulated_refueleu,392.605954545455,392.60595454545455,46.24760892667376,420.0,375.0,0.0
2045,LATAM,759.0099923998592,voluntary_cost_plus,342.605954545455,290.09992399859226,0.0,0.0,0.0,29.00999239985923
2045,MENA,734.5551291858756,voluntary_cost_plus,357.605954545455,345.5512918587556,0.0,0.0,0.0,34.55512918587556
2045,ROW,791.0,voluntary_cost_plus,337.605954545455,309.99999999999994,0.0,0.0,0.0,30.999999999999996
2045,US,823.0293765419435,voluntary_cost_plus,347.605954545455,330.2937654194353,0.0,0.0,0.0,33.029376541943535
