route_id,airline_id,operator_name,segment,origin_airport,origin_country,origin_region,dest_airport,dest_country,dest_region,flight_type,aircraft_type,annual_flights_2025,distance_km,annual_growth_rate,saf_pct_2025,saf_pct_2030,saf_pct_2035,saf_pct_2040,saf_pct_2045,saf_pct_2050
R029,SQ,Singapore Airlines,Passenger,SIN,Singapore,APAC,DXB,UAE,MENA,international,A350-900,1476,6350.0,0.05,0.0,0.03,0.1,0.2,0.3,0.4
R030,EK,Emirates,Passenger,DXB,UAE,MENA,LHR,United Kingdom,EU,international,A380-800,3960,5490.0,0.045,0.0,0.025,0.1,0.2,0.3,0.5
R031,EK,Emirates,Passenger,DXB,UAE,MENA,JFK,United States,US,international,A380-800,2640,11060.0,0.045,0.0,0.025,0.1,0.2,0.3,0.5
R032,EK,Emirates,Passenger,DXB,UAE,MENA,SYD,Australia,APAC,international,A380-800,1980,12050.0,0.045,0.0,0.025,0.1,0.2,0.3,0.5
R033,QR,Qatar Airways,Passenger,DOH,Qatar,MENA,LHR,United Kingdom,EU,international,A350-900,2861,5720.0,0.045,0.0,0.025,0.1,0.2,0.3,0.5
R034,QR,Qatar Airways,Passenger,DOH,Qatar,MENA,JFK,United States,US,international,B777-300ER,1144,11825.0,0.045,0.0,0.025,0.1,0.2,0.3,0.5
R035,SV,Saudia,Passenger,RUH,Saudi Arabia,MENA,LHR,United Kingdom,EU,international,B787-9,1080,6760.0,0.045,0.0,0.025,0.1,0.2,0.3,0.5
R036,SV,Saudia,Passenger,JED,Saudi Arabia,MENA,JFK,United States,US,international,B787-9,540,11430.0,0.045,0.0,0.025,0.1,0.2,0.3,0.5
R037,LA,LATAM Airlines,Passenger,GRU,Brazil,LATAM,JFK,United States,US,international,B787-9,222,7710.0,0.04,0.0,0.025,0.1,0.2,0.3,0.5
R038,LA,LATAM Airlines,Passenger,GRU,Brazil,LATAM,MAD,Spain,EU,international,B787-9,222,9280.0,0.04,0.0,0.025,0.1,0.2,0.3,0.5
R039,LA,LATAM Airlines,Passenger,SCL,Chile,LATAM,LAX,United States,US,international,B787-9,193,8870.0,0.04,0.0,0.025,0.1,0.2,0.3,0.5
R040,AV,Avianca,Passenger,BOG,Colombia,LATAM,MAD,Spain,EU,international,B787-9,921,8810.0,0.04,0.0,0.025,0.1,0.2,0.3,0.5
R041,ET,Ethiopian Airlines,Passenger,ADD,Ethiopia,ROW,LHR,United Kingdom,EU,international,B787-9,2301,6130.0,0.035,0.0,0.025,0.1,0.2,0.3,0.5
R042,ET,Ethiopian Airlines,Passenger,ADD,Ethiopia,ROW,JFK,United States,US,international,B787-9,1150,12350.0,0.035,0.0,0.025,0.1,0.2,0.3,0.5
R043,ET,Ethiopian Airlines,Passenger,ADD,Ethiopia,ROW,PEK,China,APAC,international,B787-9,1150,6740.0,0.035,0.0,0.025,0.1,0.2,0.3,0.5
R044,TK,Turkish Airlines,Passenger,IST,Turkey,ROW,JFK,United States,US,international,B777-300ER,1490,9400.0,0.035,0.0,0.025,0.1,0.2,0.3,0.5
R045,TK,Turkish Airlines,Passenger,IST,Turkey,ROW,LHR,United Kingdom,EU,international,B787-9,2980,2860.0,0.035,0.0,0.025,0.1,0.2,0.3,0.5
R046,TK,Turkish Airlines,Passenger,IST,Turkey,ROW,DXB,UAE,MENA,international,B737-800,3725,3400.0,0.035,0.0,0.025,0.1,0.2,0.3,0.5
R047,AF,Air France,Passenger,CDG,France,EU,SIN,Singapore,APAC,international,B787-9,854,10750.0,0.03,0.02,0.06,0.15,0.3,0.4,0.5
R048,UA,United Airlines,Passenger,EWR,United States,US,DOH,Qatar,MENA,international,B787-9,1333,11490.0,0.025,0.005,0.03,0.1,0.2,0.3,0.4
R049,DL,Delta Air Lines,Passenger,ATL,United States,US,GRU,Brazil,LATAM,international,B787-9,1333,9650.0,0.025,0.005,0.03,0.1,0.2,0.3,0.4
R050,EK,Emirates,Passenger,DXB,UAE,MENA,NRT,Japan,APAC,international,A380-800,1320,7040.0,0.045,0.0,0.025,0.1,0.2,0.3,0.5
R051,LA,LATAM Airlines,Passenger,GRU,Brazil,LATAM,LHR,United Kingdom,EU,international,B787-9,111,10650.0,0.04,0.0,0.025,0.1,0.2,0.3,0.5
R052,FX,FedEx Express,Cargo,MEM,United States,US,CDG,France,EU,international,B777F,1333,7480.0,0.025,0.0,0.025,0.1,0.2,0.3,0.5
R053,FX,FedEx Express,Cargo,MEM,United States,US,NRT,Japan,APAC,international,B777F,1333,11200.0,0.025,0.0,0.025,0.1,0.2,0.3,0.5
R054,FX,FedEx Express,Cargo,MEM,United States,US,SIN,Singapore,APAC,international,B777F,664,14420.0,0.025,0.0,0.025,0.1,0.2,0.3,0.5
R055,FX,FedEx Express,Cargo,MEM,United States,US,GRU,Brazil,LATAM,international,B777F,1333,9700.0,0.025,0.0,0.025,0.1,0.2,0.3,0.5
R056,FX,FedEx Express,Cargo,MEM,United States,US,DXB,UAE,MENA,international,B777F,1333,12030.0,0.025,0.0,0.025,0.1,0.2,0.3,0.5
R057,FX,FedEx Express,Cargo,ANC,United States,US,NRT,Japan,APAC,international,B747-8F,2665,5650.0,0.025,0.005,0.03,0.1,0.2,0.3,0.4
R058,FX,FedEx Express,Cargo,IND,United States,US,CGN,Germany,EU,international,B777F,1333,7580.0,0.025,0.0,0.025,0.1,0.2,0.3,0.5
R059,5X,UPS Airlines,Cargo,SDF,United States,US,CGN,Germany,EU,international,B747-8F,1333,7390.0,0.025,0.005,0.03,0.1,0.2,0.3,0.4
R060,5X,UPS Airlines,Cargo,SDF,United States,US,HKG,Hong Kong,APAC,international,B747-8F,1333,14200.0,0.025,0.005,0.03,0.1,0.2,0.3,0.4
R061,5X,UPS Airlines,Cargo,SDF,United States,US,NRT,Japan,APAC,international,B747-8F,1333,11100.0,0.025,0.005,0.03,0.1,0.2,0.3,0.4
R062,5X,UPS Airlines,Cargo,SDF,United States,US,SIN,Singapore,APAC,international,B747-8F,664,16200.0,0.025,0.005,0.03,0.1,0.2,0.3,0.4
R063,D0,DHL Aviation,Cargo,CVG,United States,US,CGN,Germany,EU,international,B777F,1333,7220.0,0.025,0.0,0.025,0.1,0.2,0.3,0.5
R064,D0,DHL Aviation,Cargo,CGN,Germany,EU,PVG,China,APAC,international,B777F,1584,9060.0,0.03,0.0,0.025,0.1,0.2,0.3,0.5
R065,D0,DHL Aviation,Cargo,CGN,Germany,EU,HKG,Hong Kong,APAC,international,B777F,1584,9600.0,0.03,0.0,0.025,0.1,0.2,0.3,0.5
R066,D0,DHL Aviation,Cargo,CGN,Germany,EU,DXB,UAE,MENA,international,B757F,3167,4750.0,0.03,0.0,0.025,0.1,0.2,0.3,0.5
R067,D0,DHL Aviation,Cargo,CGN,Germany,EU,SIN,Singapore,APAC,international,B777F,1584,10700.0,0.03,0.0,0.025,0.1,0.2,0.3,0.5
R068,5Y,Atlas Air,Cargo,JFK,United States,US,HKG,Hong Kong,APAC,international,B747-8F,1333,13000.0,0.025,0.005,0.03,0.1,0.2,0.3,0.4
R069,5Y,Atlas Air,Cargo,ORD,United States,US,NRT,Japan,APAC,international,B747-8F,1333,10600.0,0.025,0.005,0.03,0.1,0.2,0.3,0.4
R070,CV,Cargolux,Cargo,LUX,Luxembourg,EU,ORD,United States,US,international,B747-8F,1717,7300.0,0.03,0.0,0.025,0.1,0.2,0.3,0.5
R071,CV,Cargolux,Cargo,LUX,Luxembourg,EU,HKG,Hong Kong,APAC,international,B747-8F,3434,9400.0,0.03,0.0,0.025,0.1,0.2,0.3,0.5
R072,CV,Cargolux,Cargo,LUX,Luxembourg,EU,NRT,Japan,APAC,international,B747-8F,1717,9500.0,0.03,0.0,0.025,0.1,0.2,0.3,0.5
R073,KE,Korean Air,Cargo,ICN,South Korea,APAC,LAX,United States,US,international,B747-8F,3014,9700.0,0.05,0.0,0.025,0.1,0.2,0.3,0.5
R074,CXC,Cathay Pacific Cargo,Cargo,HKG,Hong Kong,APAC,LHR,United Kingdom,EU,international,B747-8F,1320,9660.0,0.05,0.0,0.025,0.1,0.2,0.3,0.5
R075,EKC,Emirates SkyCargo,Cargo,DXB,UAE,MENA,HKG,Hong Kong,APAC,international,B777F,1320,6340.0,0.045,0.0,0.025,0.1,0.2,0.3,0.5
R076,EKC,Emirates SkyCargo,Cargo,DXB,UAE,MENA,JFK,United States,US,international,B777F,1320,11060.0,0.045,0.0,0.025,0.1,0.2,0.3,0.5
R077,TKC,Turkish Cargo,Cargo,IST,Turkey,ROW,PVG,China,APAC,international,B777F,745,7500.0,0.035,0.0,0.025,0.1,0.2,0.3,0.5
R078,K4,Kalitta Air,Cargo,YIP,United States,US,ICN,South Korea,APAC,international,B747-8F,1333,10700.0,0.025,0.0,0.025,0.1,0.2,0.3,0.5
R079,K4,Kalitta Air,Cargo,YIP,United States,US,NRT,Japan,APAC,international,B747-8F,1333,10500.0,0.025,0.0,0.025,0.1,0.2,0.3,0.5
R080,ABR,ASL Aviation Holdings,Cargo,DUB,Ireland,EU,CDG,France,EU,international,B737-800,539,780.0,0.03,0.02,0.06,0.15,0.3,0.4,0.5
R081,ABR,ASL Aviation Holdings,Cargo,DUB,Ireland,EU,CGN,Germany,EU,international,B737-800,539,1000.0,0.03,0.02,0.06,0.15,0.3,0.4,0.5
R082,ABR,ASL Aviation Holdings,Cargo,DUB,Ireland,EU,LHR,United Kingdom,EU,international,B757F,808,440.0,0.03,0.02,0.06,0.15,0.3,0.4,0.5
R083,LHC,Lufthansa Cargo,Cargo,FRA,Germany,EU,PVG,China,APAC,international,B777F,1584,9200.0,0.03,0.02,0.06,0.15,0.3,0.4,0.5
R084,LHC,Lufthansa Cargo,Cargo,FRA,Germany,EU,NRT,Japan,APAC,international,B777F,1584,9350.0,0.03,0.02,0.06,0.15,0.3,0.4,0.5
R085,LHC,Lufthansa Cargo,Cargo,FRA,Germany,EU,JFK,United States,US,international,B777F,3167,6200.0,0.03,0.02,0.06,0.15,0.3,0.4,0.5
R086,QRC,Qatar Airways Cargo,Cargo,DOH,Qatar,MENA,FRA,Germany,EU,international,B777F,1144,4850.0,0.045,0.0,0.025,0.1,0.2,0.3,0.5
R087,QRC,Qatar Airways Cargo,Cargo,DOH,Qatar,MENA,PVG,China,APAC,international,B777F,572,6300.0,0.045,0.0,0.025,0.1,0.2,0.3,0.5
R088,QRC,Qatar Airways Cargo,Cargo,DOH,Qatar,MENA,JFK,United States,US,international,B777F,572,11000.0,0.045,0.0,0.025,0.1,0.2,0.3,0.5
R089,NHC,ANA Cargo,Cargo,NRT,Japan,APAC,LAX,United States,US,international,B767F,491,8730.0,0.05,0.0,0.1,0.15,0.3,0.4,0.5
R090,NHC,ANA Cargo,Cargo,NRT,Japan,APAC,FRA,Germany,EU,international,B767F,491,9350.0,0.05,0.0,0.1,0.15,0.3,0.4,0.5
R091,SQC,SIA Cargo,Cargo,SIN,Singapore,APAC,FRA,Germany,EU,international,B777F,492,10800.0,0.05,0.0,0.03,0.1,0.2,0.3,0.4
R092,SQC,SIA Cargo,Cargo,SIN,Singapore,APAC,LAX,United States,US,international,B777F,492,14100.0,0.05,0.0,0.03,0.1,0.2,0.3,0.4
R093,AVC,Avianca Cargo,Cargo,BOG,Colombia,LATAM,MIA,United States,US,international,B767F,1841,2720.0,0.04,0.0,0.025,0.1,0.2,0.3,0.5
R094,AVC,Avianca Cargo,Cargo,BOG,Colombia,LATAM,MAD,Spain,EU,international,B767F,921,8810.0,0.04,0.0,0.025,0.1,0.2,0.3,0.5
R095,LAC,LATAM Cargo,Cargo,GRU,Brazil,LATAM,MIA,United States,US,international,B767F,222,7690.0,0.04,0.0,0.025,0.1,0.2,0.3,0.5
R096,LAC,LATAM Cargo,Cargo,GRU,Brazil,LATAM,MAD,Spain,EU,international,B767F,111,9250.0,0.04,0.0,0.025,0.1,0.2,0.3,0.5
R097,ETC,Ethiopian Cargo,Cargo,ADD,Ethiopia,ROW,CDG,France,EU,international,B777F,1150,5750.0,0.035,0.0,0.025,0.1,0.2,0.3,0.5
R098,ETC,Ethiopian Cargo,Cargo,ADD,Ethiopia,ROW,PEK,China,APAC,international,B777F,1150,7900.0,0.035,0.0,0.025,0.1,0.2,0.3,0.5
R099,KZ,Nippon Cargo Airlines,Cargo,NRT,Japan,APAC,ORD,United States,US,international,B747-8F,491,10100.0,0.05,0.0,0.1,0.15,0.3,0.4,0.5
R100,KZ,Nippon Cargo Airlines,Cargo,NRT,Japan,APAC,FRA,Germany,EU,international,B747-8F,491,9350.0,0.05,0.0,0.1,0.15,0.3,0.4,0.5
R101,KZ,Nippon Cargo Airlines,Cargo,NRT,Japan,APAC,JFK,United States,US,international,B747-8F,491,10800.0,0.05,0.0,0.1,0.15,0.3,0.4,0.5
R102,D7,AirAsia X,Passenger,KUL,Malaysia,APAC,NRT,Japan,APAC,international,A330-300,140,5440.0,0.05,0.0,0.025,0.1,0.2,0.3,0.5
R103,D7,AirAsia X,Passenger,KUL,Malaysia,APAC,SYD,Australia,APAC,international,A330-300,210,6600.0,0.05,0.0,0.025,0.1,0.2,0.3,0.5
R104,D7,AirAsia X,Passenger,KUL,Malaysia,APAC,CDG,France,EU,international,A330-300,70,10700.0,0.05,0.0,0.025,0.1,0.2,0.3,0.5
R105,AK,AirAsia,Passenger,KUL,Malaysia,APAC,SIN,Singapore,APAC,international,A320neo,1051,297.0,0.05,0.0,0.025,0.1,0.2,0.3,0.5
R106,AK,AirAsia,Passenger,KUL,Malaysia,APAC,BKK,Thailand,APAC,international,A320neo,420,1200.0,0.05,0.0,0.025,0.1,0.2,0.3,0.5
R107,AK,AirAsia,Passenger,KUL,Malaysia,APAC,CGK,Indonesia,APAC,international,A320neo,560,1260.0,0.05,0.0,0.025,0.1,0.2,0.3,0.5
R108,MH,Malaysia Airlines,Passenger,KUL,Malaysia,APAC,LHR,United Kingdom,EU,international,A380-800,140,10580.0,0.05,0.0,0.025,0.1,0.2,0.3,0.5
R109,MH,Malaysia Airlines,Passenger,KUL,Malaysia,APAC,NRT,Japan,APAC,international,B787-9,210,5440.0,0.05,0.0,0.025,0.1,0.2,0.3,0.5
R110,MH,Malaysia Airlines,Passenger,KUL,Malaysia,APAC,CDG,France,EU,international,A380-800,70,10700.0,0.05,0.0,0.025,0.1,0.2,0.3,0.5
R111,GA,Garuda Indonesia,Passenger,CGK,Indonesia,APAC,NRT,Japan,APAC,international,B777-300ER,89,5800.0,0.05,0.0,0.025,0.1,0.2,0.3,0.5
R112,GA,Garuda Indonesia,Passenger,CGK,Indonesia,APAC,SYD,Australia,APAC,international,B777-300ER,134,5600.0,0.05,0.0,0.025,0.1,0.2,0.3,0.5
R113,GA,Garuda Indonesia,Passenger,CGK,Indonesia,APAC,LHR,United Kingdom,EU,international,B777-300ER,45,11800.0,0.05,0.0,0.025,0.1,0.2,0.3,0.5
R114,OD,Batik Air Malaysia,Passenger,KUL,Malaysia,APAC,CGK,Indonesia,APAC,international,B737-800,560,1260.0,0.05,0.0,0.025,0.1,0.2,0.3,0.5
R115,OD,Batik Air Malaysia,Passenger,KUL,Malaysia,APAC,SIN,Singapore,APAC,international,B737-800,701,297.0,0.05,0.0,0.025,0.1,0.2,0.3,0.5
R116,OD,Batik Air Malaysia,Passenger,KUL,Malaysia,APAC,DEL,India,APAC,international,B737-800,140,5900.0,0.05,0.0,0.025,0.1,0.2,0.3,0.5
R117,TR,Scoot,Passenger,SIN,Singapore,APAC,NRT,Japan,APAC,international,B787-9,984,5350.0,0.05,0.0,0.03,0.1,0.2,0.3,0.4
R118,TR,Scoot,Passenger,SIN,Singapore,APAC,SYD,Australia,APAC,international,B787-9,984,6300.0,0.05,0.0,0.03,0.1,0.2,0.3,0.4
R119,TR,Scoot,Passenger,SIN,Singapore,APAC,DEL,India,APAC,international,A320neo,1476,5600.0,0.05,0.0,0.03,0.1,0.2,0.3,0.4
R120,TG,Thai Airways,Passenger,BKK,Thailand,APAC,LHR,United Kingdom,EU,international,A380-800,649,9500.0,0.05,0.0,0.025,0.1,0.2,0.3,0.5
R121,TG,Thai Airways,Passenger,BKK,Thailand,APAC,NRT,Japan,APAC,international,B777-300ER,1297,4600.0,0.05,0.0,0.025,0.1,0.2,0.3,0.5
R122,TG,Thai Airways,Passenger,BKK,Thailand,APAC,FRA,Germany,EU,international,A350-900,649,9300.0,0.05,0.0,0.025,0.1,0.2,0.3,0.5
R123,VN,Vietnam Airlines,Passenger,HAN,Vietnam,APAC,CDG,France,EU,international,B787-9,154,9100.0,0.05,0.0,0.025,0.1,0.2,0.3,0.5
R124,VN,Vietnam Airlines,Passenger,HAN,Vietnam,APAC,NRT,Japan,APAC,international,A350-900,307,3800.0,0.05,0.0,0.025,0.1,0.2,0.3,0.5
R125,VN,Vietnam Airlines,Passenger,HAN,Vietnam,APAC,SYD,Australia,APAC,international,B787-9,154,8300.0,0.05,0.0,0.025,0.1,0.2,0.3,0.5
R126,VJ,VietJet Air,Passenger,SGN,Vietnam,APAC,NRT,Japan,APAC,international,A321neo,307,4300.0,0.05,0.0,0.025,0.1,0.2,0.3,0.5
R127,VJ,VietJet Air,Passenger,SGN,Vietnam,APAC,ICN,South Korea,APAC,international,A321neo,307,4200.0,0.05,0.0,0.025,0.1,0.2,0.3,0.5
R128,VJ,VietJet Air,Passenger,SGN,Vietnam,APAC,SIN,Singapore,APAC,international,A321neo,922,1150.0,0.05,0.0,0.025,0.1,0.2,0.3,0.5
R129,PR,Philippine Airlines,Passenger,MNL,Philippines,APAC,NRT,Japan,APAC,international,A350-900,1790,3000.0,0.05,0.0,0.025,0.1,0.2,0.3,0.5
R130,PR,Philippine Airlines,Passenger,MNL,Philippines,APAC,LAX,United States,US,international,B777-300ER,447,11600.0,0.05,0.0,0.025,0.1,0.2,0.3,0.5
R131,PR,Philippine Airlines,Passenger,MNL,Philippines,APAC,LHR,United Kingdom,EU,international,B777-300ER,447,10800.0,0.05,0.0,0.025,0.1,0.2,0.3,0.5
R132,KE,Korean Air,Passenger,ICN,South Korea,APAC,JFK,United States,US,international,B747-8,4520,11100.0,0.05,0.0,0.025,0.1,0.2,0.3,0.5
R133,KE,Korean Air,Passenger,ICN,South Korea,APAC,LHR,United Kingdom,EU,international,A380-800,3014,8800.0,0.05,0.0,0.025,0.1,0.2,0.3,0.5
R134,KE,Korean Air,Passenger,ICN,South Korea,APAC,SYD,Australia,APAC,international,B787-9,3014,8300.0,0.05,0.0,0.025,0.1,0.2,0.3,0.5
R135,OZ,Asiana Airlines,Passenger,ICN,South Korea,APAC,LAX,United States,US,international,B777-300ER,3014,9600.0,0.05,0.0,0.025,0.1,0.2,0.3,0.5
R136,OZ,Asiana Airlines,Passenger,ICN,South Korea,APAC,FRA,Germany,EU,international,A380-800,1507,8700.0,0.05,0.0,0.025,0.1,0.2,0.3,0.5
R137,OZ,Asiana Airlines,Passenger,ICN,South Korea,APAC,LHR,United Kingdom,EU,international,B777-300ER,3014,8800.0,0.05,0.0,0.025,0.1,0.2,0.3,0.5
R138,CI,China Airlines,Passenger,TPE,Taiwan,APAC,LAX,United States,US,international,B777-300ER,961,10800.0,0.05,0.0,0.025,0.1,0.2,0.3,0.5
R139,CI,China Airlines,Passenger,TPE,Taiwan,APAC,NRT,Japan,APAC,international,B737MAX8,3844,2140.0,0.05,0.0,0.025,0.1,0.2,0.3,0.5
R140,CI,China Airlines,Passenger,TPE,Taiwan,APAC,FRA,Germany,EU,international,B777-300ER,480,9800.0,0.05,0.0,0.025,0.1,0.2,0.3,0.5
R141,BR,EVA Air,Passenger,TPE,Taiwan,APAC,JFK,United States,US,international,B777-300ER,480,12800.0,0.05,0.0,0.025,0.1,0.2,0.3,0.5
R142,BR,EVA Air,Passenger,TPE,Taiwan,APAC,LHR,United Kingdom,EU,international,B787-9,961,9800.0,0.05,0.0,0.025,0.1,0.2,0.3,0.5
R143,BR,EVA Air,Passenger,TPE,Taiwan,APAC,LAX,United States,US,international,B777-300ER,961,10800.0,0.05,0.0,0.025,0.1,0.2,0.3,0.5
R144,MU,China Eastern,Passenger,PVG,China,APAC,LAX,United States,US,international,B777-300ER,182,10100.0,0.05,0.0,0.025,0.1,0.2,0.3,0.5
R145,MU,China Eastern,Passenger,PVG,China,APAC,LHR,United Kingdom,EU,international,A350-900,182,9200.0,0.05,0.0,0.025,0.1,0.2,0.3,0.5
R146,MU,China Eastern,Passenger,PVG,China,APAC,CDG,France,EU,international,A350-900,182,9200.0,0.05,0.0,0.025,0.1,0.2,0.3,0.5
R147,CZ,China Southern,Passenger,CAN,China,APAC,LAX,United States,US,international,A380-800,182,11700.0,0.05,0.0,0.025,0.1,0.2,0.3,0.5
R148,CZ,China Southern,Passenger,CAN,China,APAC,SYD,Australia,APAC,international,A380-800,182,7800.0,0.05,0.0,0.025,0.1,0.2,0.3,0.5
R149,CZ,China Southern,Passenger,CAN,China,APAC,LHR,United Kingdom,EU,international,B787-9,91,9600.0,0.05,0.0,0.025,0.1,0.2,0.3,0.5
R150,HU,Hainan Airlines,Passenger,PEK,China,APAC,LAX,United States,US,international,B787-9,182,9900.0,0.05,0.0,0.025,0.1,0.2,0.3,0.5
R151,HU,Hainan Airlines,Passenger,PEK,China,APAC,JFK,United States,US,international,B787-9,91,11000.0,0.05,0.0,0.025,0.1,0.2,0.3,0.5
R152,HU,Hainan Airlines,Passenger,PEK,China,APAC,LHR,United Kingdom,EU,international,B787-9,91,8100.0,0.05,0.0,0.025,0.1,0.2,0.3,0.5
R153,AI,Air India,Passenger,DEL,India,APAC,LHR,United Kingdom,EU,international,B787-9,583,6700.0,0.05,0.0,0.025,0.1,0.2,0.3,0.5
R154,AI,Air India,Passenger,DEL,India,APAC,JFK,United States,US,international,B777-300ER,291,11700.0,0.05,0.0,0.025,0.1,0.2,0.3,0.5
R155,AI,Air India,Passenger,DEL,India,APAC,SIN,Singapore,APAC,international,B787-9,437,5600.0,0.05,0.0,0.025,0.1,0.2,0.3,0.5
R156,6E,IndiGo,Passenger,DEL,India,APAC,DXB,UAE,MENA,international,A321neo,874,2200.0,0.05,0.0,0.025,0.1,0.2,0.3,0.5
R157,6E,IndiGo,Passenger,DEL,India,APAC,SIN,Singapore,APAC,international,A321neo,437,5600.0,0.05,0.0,0.025,0.1,0.2,0.3,0.5
R158,6E,IndiGo,Passenger,DEL,India,APAC,BKK,Thailand,APAC,international,A321neo,583,2900.0,0.05,0.0,0.025,0.1,0.2,0.3,0.5
R159,NZ,Air New Zealand,Passenger,AKL,New Zealand,APAC,LAX,United States,US,international,B787-9,1847,10500.0,0.05,0.0,0.02,0.05,0.15,0.2,0.3
R160,NZ,Air New Zealand,Passenger,AKL,New Zealand,APAC,SFO,United States,US,international,B787-9,1231,10600.0,0.05,0.0,0.02,0.05,0.15,0.2,0.3
