year,region,clearing_price_usd_per_mt,pricing_regime,shadow_price_usd_per_mt,supply_cost_usd_per_mt,transport_premium_usd_per_mt,mandate_premium_usd_per_mt,carbon_offset_usd_per_mt,margin_usd_per_mt
2033,APAC,1138.3,wtp_priority_allocation,987.52,968.19,19.33,0.0,0.0,150.78
2033,MENA,1022.5,wtp_priority_allocation,1003.19,968.19,35.0,0.0,0.0,19.31
2033,LATAM,1193.61,wtp_priority_allocation,958.85,888.85,70.0,0.0,0.0,234.76
2033,ROW,1279.91,wtp_priority_allocation,905.66,888.85,16.81,0.0,0.0,374.25
2034,EU,2950.0,wtp_priority_allocation,821.2,775.0,46.2,0.0,0.0,2128.8
2034,US,981.27,wtp_priority_allocation,1324.53,1275.81,48.72,0.0,0.0,0.0
2034,APAC,1138.3,wtp_priority_allocation,976.87,959.4,17.47,0.0,0.0,161.43
2034,MENA,1022.5,wtp_priority_allocation,994.4,959.4,35.0,0.0,0.0,28.1
2034,LATAM,1193.61,wtp_priority_allocation,946.69,876.69,70.0,0.0,0.0,246.92
2034,ROW,1279.91,wtp_priority_allocation,886.68,876.69,9.99,0.0,0.0,393.23
2035,EU,3000.0,wtp_priority_allocation,821.01,775.0,46.01,0.0,0.0,2178.99
2035,US,981.27,wtp_priority_allocation,1322.07,1273.34,48.73,0.0,0.0,0.0
2035,APAC,1138.3,wtp_priority_allocation,968.12,952.19,15.92,0.0,0.0,170.18
2035,MENA,1022.5,wtp_priority_allocation,987.19,952.19,35.0,0.0,0.0,35.31
2035,LATAM,1193.61,wtp_priority_allocation,936.0,866.0,70.0,0.0,0.0,257.61
2035,ROW,1279.91,wtp_priority_allocation,870.56,866.0,4.56,0.0,0.0,409.35
2036,EU,3050.0,wtp_priority_allocation,821.39,775.0,46.39,0.0,0.0,2228.61
2036,US,994.0,wtp_priority_allocation,1321.28,1272.54,48.74,0.0,0.0,0.0
2036,APAC,1138.3,wtp_priority_allocation,981.05,961.07,19.98,0.0,0.0,157.25
2036,MENA,1022.5,wtp_priority_allocation,996.07,961.07,35.0,0.0,0.0,26.43
2036,LATAM,1193.61,wtp_priority_allocation,926.54,856.54,70.0,0.0,0.0,267.07
2036,ROW,1279.91,wtp_priority_allocation,872.09,856.54,15.55,0.0,0.0,407.82
2037,EU,3100.0,wtp_priority_allocation,821.22,775.0,46.22,0.0,0.0,2278.78
2037,US,1017.5,wtp_priority_allocation,1315.91,1267.16,48.75,0.0,0.0,0.0
2037,APAC,1138.3,wtp_priority_allocation,971.88,953.41,18.47,0.0,0.0,166.42
2037,MENA,1022.5,wtp_priority_allocation,988.41,953.41,35.0,0.0,0.0,34.09
2037,LATAM,1193.61,wtp_priority_allocation,919.01,849.01,70.0,0.0,0.0,274.6
2037,ROW,1279.91,wtp_priority_allocation,859.65,849.01,10.64,0.0,0.0,420.26
2038,EU,3150.0,wtp_priority_allocation,821.51,775.0,46.51,0.0,0.0,2328.49
2038,US,1041.0,wtp_priority_allocation,1004.16,959.16,45.0,0.0,0.0,36.84
2038,APAC,1138.3,wtp_priority_allocation,981.0,959.16,21.83,0.0,0.0,157.3
2038,MENA,1022.5,wtp_priority_allocation,1263.47,1263.45,0.02,0.0,0.0,0.0
2038,LATAM,1193.61,wtp_priority_allocation,912.17,842.17,70.0,0.0,0.0,281.44
2038,ROW,1279.91,wtp_priority_allocation,861.7,842.17,19.53,0.0,0.0,418.21
2039,EU,3200.0,wtp_priority_allocation,821.37,775.0,46.37,0.0,0.0,2378.63
2039,US,1065.5,wtp_priority_allocation,998.03,953.03,45.0,0.0,0.0,67.47
2039,APAC,1138.3,wtp_priority_allocation,973.44,953.03,20.41,0.0,0.0,164.86
2039,MENA,1042.5,wtp_priority_allocation,1261.15,1261.13,0.02,0.0,0.0,0.0
2039,LATAM,1193.61,wtp_priority_allocation,905.94,835.94,70.0,0.0,0.0,287.67
2039,ROW,1279.91,wtp_priority_allocation,851.03,835.94,15.09,0.0,0.0,428.88
2040,EU,3250.0,wtp_priority_allocation,821.24,775.0,46.24,0.0,0.0,2428.76
2040,US,1089.0,wtp_priority_allocation,992.68,947.68,45.0,0.0,0.0,96.32
2040,APAC,1138.3,wtp_priority_allocation,966.86,947.68,19.18,0.0,0.0,171.44
2040,MENA,1066.0,wtp_priority_allocation,1259.99,1259.98,0.02,0.0,0.0,0.0
2040,LATAM,1193.61,wtp_priority_allocation,900.24,830.24,70.0,0.0,0.0,293.37
2040,ROW,1279.91,wtp_priority_allocation,841.54,830.24,11.3,0.0,0.0,438.37
2041,EU,3300.0,wtp_priority_allocation,821.48,775.0,46.48,0.0,0.0,2478.52
2041,US,1112.5,wtp_priority_allocation,998.24,953.24,45.0,0.0,0.0,114.26
2041,APAC,1138.3,wtp_priority_allocation,975.19,953.24,21.95,0.0,0.0,163.11
2041,MENA,1089.5,wtp_priority_allocation,1259.81,1259.8,0.02,0.0,0.0,0.0
2041,LATAM,1193.61,wtp_priority_allocation,895.02,825.02,70.0,0.0,0.0,298.59
2041,ROW,1279.91,wtp_priority_allocation,843.47,825.02,18.45,0.0,0.0,436.44
2042,EU,3350.0,wtp_priority_allocation,821.37,775.0,46.37,0.0,0.0,2528.63
2042,US,1127.0,wtp_priority_allocation,993.87,948.87,45.0,0.0,0.0,133.13
2042,APAC,1149.0,wtp_priority_allocation,969.66,948.87,20.79,0.0,0.0,179.34
2042,MENA,1104.0,wtp_priority_allocation,1260.46,1260.44,0.02,0.0,0.0,0.0
2042,LATAM,1195.0,wtp_priority_allocation,890.23,820.23,70.0,0.0,0.0,304.77
2042,ROW,1279.91,wtp_priority_allocation,835.22,820.23,14.99,0.0,0.0,444.69
2043,EU,3400.0,wtp_priority_allocation,821.72,775.0,46.72,0.0,0.0,2578.28
2043,US,1133.0,wtp_priority_allocation,1004.28,959.28,45.0,0.0,0.0,128.72
2043,APAC,1156.0,wtp_priority_allocation,984.16,959.28,24.88,0.0,0.0,171.84
2043,MENA,1110.0,wtp_priority_allocation,1261.81,1261.79,0.02,0.0,0.0,0.0
2043,LATAM,1202.0,wtp_priority_allocation,885.82,815.82,70.0,0.0,0.0,316.18
2043,ROW,1279.91,wtp_priority_allocation,841.34,815.82,25.52,0.0,0.0,438.57
2044,EU,3450.0,wtp_priority_allocation,821.61,775.0,46.61,0.0,0.0,2628.39
2044,US,1139.0,wtp_priority_allocation,1000.49,955.49,45.0,0.0,0.0,138.51
2044,APAC,1163.0,wtp_priority_allocation,979.18,955.49,23.69,0.0,0.0,183.82
2044,MENA,1116.0,wtp_priority_allocation,1263.74,1263.73,0.01,0.0,0.0,0.0
2044,LATAM,1209.0,wtp_priority_allocation,881.76,811.76,70.0,0.0,0.0,327.24
2044,ROW,1279.91,wtp_priority_allocation,833.82,811.76,22.07,0.0,0.0,446.09
2045,EU,3500.0,wtp_priority_allocation,821.51,775.0,46.51,0.0,0.0,2678.49
2045,US,1146.0,wtp_priority_allocation,994.67,949.67,45.0,0.0,0.0,151.33
2045,APAC,1169.0,wtp_priority_allocation,972.26,949.67,22.59,0.0,0.0,196.74
2045,MENA,1122.0,wtp_priority_allocation,1250.94,1250.92,0.01,0.0,0.0,0.0
2045,LATAM,1216.0,wtp_priority_allocation,880.03,810.03,70.0,0.0,0.0,335.97
2045,ROW,1279.91,wtp_priority_allocation,829.25,810.03,19.22,0.0,0.0,450.66
