year,region,pathway,total_capacity_mt_yr,new_capacity_mt_yr,expansion_triggered,solver_status,npv_cost_usd_m
2031,EU,Co-processing,2.5223,0.4477,True,optimal,0.007
2031,EU,ATJ,0.3017,0.212,True,optimal,0.007
2031,US,HEFA,0.2625,0.0125,True,optimal,0.007
2031,US,Co-processing,1.6188,0.597,True,optimal,0.007
2031,APAC,HEFA,0.12,0.0,True,optimal,0.007
2031,APAC,Co-processing,1.4212,0.5077,True,optimal,0.007
2031,MENA,Co-processing,0.3987,0.1196,True,optimal,0.007
2031,ROW,Co-processing,0.254,0.0781,True,optimal,0.007
2031,LATAM,Co-processing,0.3186,0.095,True,optimal,0.007
2032,EU,HEFA,0.7164,0.1478,True,optimal,0.01
2032,EU,Co-processing,2.9836,0.4612,True,optimal,0.01
2032,EU,ATJ,0.7454,0.4437,True,optimal,0.01
2032,US,HEFA,0.4281,0.1656,True,optimal,0.01
2032,US,Co-processing,2.2336,0.6149,True,optimal,0.01
2032,US,ATJ,0.0608,0.0608,True,optimal,0.01
2032,APAC,HEFA,0.12,0.0,True,optimal,0.01
2032,APAC,Co-processing,2.1284,0.7073,True,optimal,0.01
2032,MENA,Co-processing,0.5525,0.1537,True,optimal,0.01
2032,MENA,HEFA,0.0049,0.0049,True,optimal,0.01
2032,ROW,Co-processing,0.3591,0.1051,True,optimal,0.01
2032,LATAM,Co-processing,0.4443,0.1257,True,optimal,0.01
2033,EU,HEFA,0.8687,0.1523,True,optimal,0.015
2033,EU,Co-processing,3.4586,0.475,True,optimal,0.015
2033,EU,ATJ,1.4977,0.7523,True,optimal,0.015
2033,US,HEFA,0.5986,0.1705,True,optimal,0.015
2033,US,Co-processing,2.867,0.6334,True,optimal,0.015
2033,US,ATJ,0.3828,0.322,True,optimal,0.015
2033,APAC,HEFA,0.2839,0.1639,True,optimal,0.015
2033,APAC,Co-processing,2.9202,0.7917,True,optimal,0.015
2033,MENA,Co-processing,0.7108,0.1584,True,optimal,0.015
2033,MENA,HEFA,0.0505,0.0456,True,optimal,0.015
2033,ROW,Co-processing,0.4961,0.137,True,optimal,0.015
2033,LATAM,Co-processing,0.6055,0.1612,True,optimal,0.015
2034,EU,HEFA,1.0255,0.1568,True,optimal,0.021
2034,EU,Co-processing,3.9478,0.4893,True,optimal,0.021
2034,EU,ATJ,2.5415,1.0438,True,optimal,0.021
2034,EU,FT-MSW,0.1176,0.1176,True,optimal,0.021
2034,US,HEFA,0.7743,0.1757,True,optimal,0.021
2034,US,Co-processing,3.5194,0.6524,True,optimal,0.021
2034,US,ATJ,1.0372,0.6544,True,optimal,0.021
2034,APAC,HEFA,0.4784,0.1945,True,optimal,0.021
2034,APAC,Co-processing,3.7357,0.8155,True,optimal,0.021
2034,APAC,ATJ,0.2604,0.2604,True,optimal,0.021
2034,MENA,Co-processing,0.874,0.1631,True,optimal,0.021
2034,MENA,HEFA,0.1195,0.069,True,optimal,0.021
2034,MENA,ATJ,0.0256,0.0256,True,optimal,0.021
2034,ROW,Co-processing,0.6719,0.1758,True,optimal,0.021
2034,LATAM,Co-processing,0.8087,0.2032,True,optimal,0.021
2035,EU,HEFA,1.0255,0.0,True,infeasible,0.0
2035,EU,Co-processing,3.9478,0.0,True,infeasible,0.0
2035,EU,ATJ,2.5415,0.0,True,infeasible,0.0
2035,EU,FT-MSW,0.1176,0.0,True,infeasible,0.0
2035,US,HEFA,0.7743,0.0,True,infeasible,0.0
2035,US,Co-processing,3.5194,0.0,True,infeasible,0.0
2035,US,ATJ,1.0372,0.0,True,infeasible,0.0
2035,APAC,HEFA,0.4784,0.0,True,infeasible,0.0
2035,APAC,Co-processing,3.7357,0.0,True,infeasible,0.0
2035,APAC,ATJ,0.2604,0.0,True,infeasible,0.0
2035,MENA,Co-processing,0.874,0.0,True,infeasible,0.0
2035,MENA,HEFA,0.1195,0.0,True,infeasible,0.0
2035,MENA,ATJ,0.0256,0.0,True,infeasible,0.0
2035,ROW,Co-processing,0.6719,0.0,True,infeasible,0.0
2035,LATAM,Co-processing,0.8087,0.0,True,infeasible,0.0
2036,EU,HEFA,1.0255,0.0,True,infeasible,0.0
2036,EU,Co-processing,3.9478,0.0,True,infeasible,0.0
2036,EU,ATJ,2.5415,0.0,True,infeasible,0.0
2036,EU,FT-MSW,0.1176,0.0,True,infeasible,0.0
2036,US,HEFA,0.7743,0.0,True,infeasible,0.0
2036,US,Co-processing,3.5194,0.0,True,infeasible,0.0
2036,US,ATJ,1.0372,0.0,True,infeasible,0.0
2036,APAC,HEFA,0.4784,0.0,True,infeasible,0.0
2036,APAC,Co-processing,3.7357,0.0,True,infeasible,0.0
2036,APAC,ATJ,0.2604,0.0,True,infeasible,0.0
2036,MENA,Co-processing,0.874,0.0,True,infeasible,0.0
2036,MENA,HEFA,0.1195,0.0,True,infeasible,0.0
2036,MENA,ATJ,0.0256,0.0,True,infeasible,0.0
2036,ROW,Co-processing,0.6719,0.0,True,infeasible,0.0
2036,LATAM,Co-processing,0.8087,0.0,True,infeasible,0.0
2037,EU,HEFA,1.0255,0.0,True,infeasible,0.0
2037,EU,Co-processing,3.9478,0.0,True,infeasible,0.0
2037,EU,ATJ,2.5415,0.0,True,infeasible,0.0
2037,EU,FT-MSW,0.1176,0.0,True,infeasible,0.0
2037,US,HEFA,0.7743,0.0,True,infeasible,0.0
2037,US,Co-processing,3.5194,0.0,True,infeasible,0.0
2037,US,ATJ,1.0372,0.0,True,infeasible,0.0
2037,APAC,HEFA,0.4784,0.0,True,infeasible,0.0
2037,APAC,Co-processing,3.7357,0.0,True,infeasible,0.0
2037,APAC,ATJ,0.2604,0.0,True,infeasible,0.0
2037,MENA,Co-processing,0.874,0.0,True,infeasible,0.0
2037,MENA,HEFA,0.1195,0.0,True,infeasible,0.0
2037,MENA,ATJ,0.0256,0.0,True,infeasible,0.0
2037,ROW,Co-processing,0.6719,0.0,True,infeasible,0.0
2037,LATAM,Co-processing,0.8087,0.0,True,infeasible,0.0
2038,EU,HEFA,1.0255,0.0,True,infeasible,0.0
2038,EU,Co-processing,3.9478,0.0,True,infeasible,0.0
2038,EU,ATJ,2.5415,0.0,True,infeasible,0.0
2038,EU,FT-MSW,0.1176,0.0,True,infeasible,0.0
2038,US,HEFA,0.7743,0.0,True,infeasible,0.0
2038,US,Co-processing,3.5194,0.0,True,infeasible,0.0
2038,US,ATJ,1.0372,0.0,True,infeasible,0.0
2038,APAC,HEFA,0.4784,0.0,True,infeasible,0.0
2038,APAC,Co-processing,3.7357,0.0,True,infeasible,0.0
2038,APAC,ATJ,0.2604,0.0,True,infeasible,0.0
2038,MENA,Co-processing,0.874,0.0,True,infeasible,0.0
2038,MENA,HEFA,0.1195,0.0,True,infeasible,0.0
2038,MENA,ATJ,0.0256,0.0,True,infeasible,0.0
2038,ROW,Co-processing,0.6719,0.0,True,infeasible,0.0
2038,LATAM,Co-processing,0.8087,0.0,True,infeasible,0.0
2039,EU,HEFA,1.0255,0.0,True,infeasible,0.0
2039,EU,Co-processing,3.9478,0.0,True,infeasible,0.0
2039,EU,ATJ,2.5415,0.0,True,infeasible,0.0
2039,EU,FT-MSW,0.1176,0.0,True,infeasible,0.0
2039,US,HEFA,0.7743,0.0,True,infeasible,0.0
2039,US,Co-processing,3.5194,0.0,True,infeasible,0.0
2039,US,ATJ,1.0372,0.0,True,infeasible,0.0
2039,APAC,HEFA,0.4784,0.0,True,infeasible,0.0
2039,APAC,Co-processing,3.7357,0.0,True,infeasible,0.0
2039,APAC,ATJ,0.2604,0.0,True,infeasible,0.0
2039,MENA,Co-processing,0.874,0.0,True,infeasible,0.0
2039,MENA,HEFA,0.1195,0.0,True,infeasible,0.0
2039,MENA,ATJ,0.0256,0.0,True,infeasible,0.0
2039,ROW,Co-processing,0.6719,0.0,True,infeasible,0.0
2039,LATAM,Co-processing,0.8087,0.0,True,infeasible,0.0
2040,EU,HEFA,1.0255,0.0,True,infeasible,0.0
2040,EU,Co-processing,3.9478,0.0,True,infeasible,0.0
2040,EU,ATJ,2.5415,0.0,True,infeasible,0.0
2040,EU,FT-MSW,0.1176,0.0,True,infeasible,0.0
2040,US,HEFA,0.7743,0.0,True,infeasible,0.0
2040,US,Co-processing,3.5194,0.0,True,infeasible,0.0
2040,US,ATJ,1.0372,0.0,True,infeasible,0.0
2040,APAC,HEFA,0.4784,0.0,True,infeasible,0.0
2040,APAC,Co-processing,3.7357,0.0,True,infeasible,0.0
2040,APAC,ATJ,0.2604,0.0,True,infeasible,0.0
2040,MENA,Co-processing,0.874,0.0,True,infeasible,0.0
2040,MENA,HEFA,0.1195,0.0,True,infeasible,0.0
2040,MENA,ATJ,0.0256,0.0,True,infeasible,0.0
2040,ROW,Co-processing,0.6719,0.0,True,infeasible,0.0
2040,LATAM,Co-processing,0.8087,0.0,True,infeasible,0.0
2041,EU,HEFA,1.0255,0.0,True,infeasible,0.0
2041,EU,Co-processing,3.9478,0.0,True,infeasible,0.0
2041,EU,ATJ,2.5415,0.0,True,infeasible,0.0
2041,EU,FT-MSW,0.1176,0.0,True,infeasible,0.0
2041,US,HEFA,0.7743,0.0,True,infeasible,0.0
2041,US,Co-processing,3.5194,0.0,True,infeasible,0.0
2041,US,ATJ,1.0372,0.0,True,infeasible,0.0
2041,APAC,HEFA,0.4784,0.0,True,infeasible,0.0
2041,APAC,Co-processing,3.7357,0.0,True,infeasible,0.0
2041,APAC,ATJ,0.2604,0.0,True,infeasible,0.0
2041,MENA,Co-processing,0.874,0.0,True,infeasible,0.0
2041,MENA,HEFA,0.1195,0.0,True,infeasible,0.0
2041,MENA,ATJ,0.0256,0.0,True,infeasible,0.0
2041,ROW,Co-processing,0.6719,0.0,True,infeasible,0.0
2041,LATAM,Co-processing,0.8087,0.0,True,infeasible,0.0
2042,EU,HEFA,1.0255,0.0,True,infeasible,0.0
2042,EU,Co-processing,3.9478,0.0,True,infeasible,0.0
2042,EU,ATJ,2.5415,0.0,True,infeasible,0.0
2042,EU,FT-MSW,0.1176,0.0,True,infeasible,0.0
2042,US,HEFA,0.7743,0.0,True,infeasible,0.0
2042,US,Co-processing,3.5194,0.0,True,infeasible,0.0
2042,US,ATJ,1.0372,0.0,True,infeasible,0.0
2042,APAC,HEFA,0.4784,0.0,True,infeasible,0.0
2042,APAC,Co-processing,3.7357,0.0,True,infeasible,0.0
2042,APAC,ATJ,0.2604,0.0,True,infeasible,0.0
2042,MENA,Co-processing,0.874,0.0,True,infeasible,0.0
2042,MENA,HEFA,0.1195,0.0,True,infeasible,0.0
2042,MENA,ATJ,0.0256,0.0,True,infeasible,0.0
2042,ROW,Co-processing,0.6719,0.0,True,infeasible,0.0
2042,LATAM,Co-processing,0.8087,0.0,True,infeasible,0.0
2043,EU,HEFA,1.0255,0.0,True,infeasible,0.0
2043,EU,Co-processing,3.9478,0.0,True,infeasible,0.0
2043,EU,ATJ,2.5415,0.0,True,infeasible,0.0
2043,EU,FT-MSW,0.1176,0.0,True,infeasible,0.0
2043,US,HEFA,0.7743,0.0,True,infeasible,0.0
2043,US,Co-processing,3.5194,0.0,True,infeasible,0.0
2043,US,ATJ,1.0372,0.0,True,infeasible,0.0
2043,APAC,HEFA,0.4784,0.0,True,infeasible,0.0
2043,APAC,Co-processing,3.7357,0.0,True,infeasible,0.0
2043,APAC,ATJ,0.2604,0.0,True,infeasible,0.0
2043,MENA,Co-processing,0.874,0.0,True,infeasible,0.0
2043,MENA,HEFA,0.1195,0.0,True,infeasible,0.0
2043,MENA,ATJ,0.0256,0.0,True,infeasible,0.0
2043,ROW,Co-processing,0.6719,0.0,True,infeasible,0.0
2043,LATAM,Co-processing,0.8087,0.0,True,infeasible,0.0
2044,EU,HEFA,1.0255,0.0,True,infeasible,0.0
2044,EU,Co-processing,3.9478,0.0,True,infeasible,0.0
2044,EU,ATJ,2.5415,0.0,True,infeasible,0.0
2044,EU,FT-MSW,0.1176,0.0,True,infeasible,0.0
2044,US,HEFA,0.7743,0.0,True,infeasible,0.0
2044,US,Co-processing,3.5194,0.0,True,infeasible,0.0
2044,US,ATJ,1.0372,0.0,True,infeasible,0.0
2044,APAC,HEFA,0.4784,0.0,True,infeasible,0.0
2044,APAC,Co-processing,3.7357,0.0,True,infeasible,0.0
2044,APAC,ATJ,0.2604,0.0,True,infeasible,0.0
2044,MENA,Co-processing,0.874,0.0,True,infeasible,0.0
2044,MENA,HEFA,0.1195,0.0,True,infeasible,0.0
2044,MENA,ATJ,0.0256,0.0,True,infeasible,0.0
2044,ROW,Co-processing,0.6719,0.0,True,infeasible,0.0
2044,LATAM,Co-processing,0.8087,0.0,True,infeasible,0.0
2045,EU,HEFA,1.0255,0.0,True,infeasible,0.0
2045,EU,Co-processing,3.9478,0.0,True,infeasible,0.0
2045,EU,ATJ,2.5415,0.0,True,infeasible,0.0
2045,EU,FT-MSW,0.1176,0.0,True,infeasible,0.0
2045,US,HEFA,0.7743,0.0,True,infeasible,0.0
2045,US,Co-processing,3.5194,0.0,True,infeasible,0.0
2045,US,ATJ,1.0372,0.0,True,infeasible,0.0
2045,APAC,HEFA,0.4784,0.0,True,infeasible,0.0
2045,APAC,Co-processing,3.7357,0.0,True,infeasible,0.0
2045,APAC,ATJ,0.2604,0.0,True,infeasible,0.0
2045,MENA,Co-processing,0.874,0.0,True,infeasible,0.0
2045,MENA,HEFA,0.1195,0.0,True,infeasible,0.0
2045,MENA,ATJ,0.0256,0.0,True,infeasible,0.0
2045,ROW,Co-processing,0.6719,0.0,True,infeasible,0.0
2045,LATAM,Co-processing,0.8087,0.0,True,infeasible,0.0
